基本色,サイトタイトル,サイトの説明,メイン画像,雨天時の注意,イベントの説明
黒,ラストサマーフェス＆盆踊りin松戸中央公園,「ラストサマーフェス＆盆踊りin松戸中央公園」のサイトです,data/main.jpg,※少雨決行・荒天中止,松戸中央公園のかつて市民プールがあった場を会場に、盆踊りで地域の交流やつながりをはかろうと、「松戸まちづくり会議」が企画する新しい盆踊りです。今年で4回目を迎え、2日間開催します。松戸まちづくり会議は、松戸駅周辺地域の町会自治会の住民で構成し、多様な住民同士の交流を通し、住民自身でまちの未来を創造していくこと活動を行っています。
